"unit","request","leg_prov","partner","geo","time","values","iso2"
"Number","Requests","Total requests","Estonia","Bulgaria",2011-01-01,0,"BG"
"Number","Requests","Total requests","Estonia","Switzerland",2011-01-01,1,"CH"
"Number","Requests","Total requests","Estonia","Cyprus",2011-01-01,0,"CY"
"Number","Requests","Total requests","Estonia","Czech Republic",2011-01-01,0,"CZ"
"Number","Requests","Total requests","Estonia","Germany (until 1990 former territory of the FRG)",2011-01-01,2,"DE"
"Number","Requests","Total requests","Estonia","Denmark",2011-01-01,0,"DK"
"Number","Requests","Total requests","Estonia","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Estonia","Greece",2011-01-01,0,"EL"
"Number","Requests","Total requests","Estonia","Spain",2011-01-01,0,"ES"
"Number","Requests","Total requests","Estonia","Finland",2011-01-01,0,"FI"
"Number","Requests","Total requests","Estonia","France",2011-01-01,0,"FR"
"Number","Requests","Total requests","Estonia","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Estonia","Hungary",2011-01-01,0,"HU"
"Number","Requests","Total requests","Estonia","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Estonia","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Estonia","Italy",2011-01-01,2,"IT"
"Number","Requests","Total requests","Estonia","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Estonia","Lithuania",2011-01-01,1,"LT"
"Number","Requests","Total requests","Estonia","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Estonia","Latvia",2011-01-01,4,"LV"
"Number","Requests","Total requests","Estonia","Malta",2011-01-01,1,"MT"
"Number","Requests","Total requests","Estonia","Netherlands",2011-01-01,5,"NL"
"Number","Requests","Total requests","Estonia","Norway",2011-01-01,5,"NO"
"Number","Requests","Total requests","Estonia","Poland",2011-01-01,0,"PL"
"Number","Requests","Total requests","Estonia","Portugal",2011-01-01,0,"PT"
"Number","Requests","Total requests","Estonia","Romania",2011-01-01,0,"RO"
"Number","Requests","Total requests","Estonia","Sweden",2011-01-01,4,"SE"
"Number","Requests","Total requests","Estonia","Slovenia",2011-01-01,0,"SI"
"Number","Requests","Total requests","Estonia","Slovakia",2011-01-01,0,"SK"
"Number","Requests","Total requests","Estonia","United Kingdom",2011-01-01,0,"UK"
"Number","Requests","Total requests","Greece","Austria",2011-01-01,21,"AT"
"Number","Requests","Total requests","Greece","Belgium",2011-01-01,29,"BE"
"Number","Requests","Total requests","Greece","Bulgaria",2011-01-01,10,"BG"
"Number","Requests","Total requests","Greece","Switzerland",2011-01-01,4,"CH"
"Number","Requests","Total requests","Greece","Cyprus",2011-01-01,8,"CY"
"Number","Requests","Total requests","Greece","Czech Republic",2011-01-01,1,"CZ"
"Number","Requests","Total requests","Greece","Germany (until 1990 former territory of the FRG)",2011-01-01,106,"DE"
"Number","Requests","Total requests","Greece","Denmark",2011-01-01,2,"DK"
"Number","Requests","Total requests","Greece","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Greece","Greece",2011-01-01,0,"EL"
"Number","Requests","Total requests","Greece","Spain",2011-01-01,2,"ES"
"Number","Requests","Total requests","Greece","Finland",2011-01-01,7,"FI"
"Number","Requests","Total requests","Greece","France",2011-01-01,16,"FR"
"Number","Requests","Total requests","Greece","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Greece","Hungary",2011-01-01,1,"HU"
"Number","Requests","Total requests","Greece","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Greece","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Greece","Italy",2011-01-01,13,"IT"
"Number","Requests","Total requests","Greece","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Greece","Lithuania",2011-01-01,0,"LT"
"Number","Requests","Total requests","Greece","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Greece","Latvia",2011-01-01,1,"LV"
"Number","Requests","Total requests","Greece","Malta",2011-01-01,1,"MT"
"Number","Requests","Total requests","Greece","Netherlands",2011-01-01,43,"NL"
"Number","Requests","Total requests","Greece","Norway",2011-01-01,18,"NO"
"Number","Requests","Total requests","Greece","Poland",2011-01-01,6,"PL"
"Number","Requests","Total requests","Greece","Portugal",2011-01-01,1,"PT"
"Number","Requests","Total requests","Greece","Romania",2011-01-01,9,"RO"
"Number","Requests","Total requests","Greece","Sweden",2011-01-01,18,"SE"
"Number","Requests","Total requests","Greece","Slovenia",2011-01-01,0,"SI"
"Number","Requests","Total requests","Greece","Slovakia",2011-01-01,2,"SK"
"Number","Requests","Total requests","Greece","United Kingdom",2011-01-01,11,"UK"
"Number","Requests","Total requests","Spain","Austria",2011-01-01,3,"AT"
"Number","Requests","Total requests","Spain","Belgium",2011-01-01,2,"BE"
"Number","Requests","Total requests","Spain","Bulgaria",2011-01-01,0,"BG"
"Number","Requests","Total requests","Spain","Switzerland",2011-01-01,8,"CH"
"Number","Requests","Total requests","Spain","Cyprus",2011-01-01,0,"CY"
"Number","Requests","Total requests","Spain","Czech Republic",2011-01-01,1,"CZ"
"Number","Requests","Total requests","Spain","Germany (until 1990 former territory of the FRG)",2011-01-01,3,"DE"
"Number","Requests","Total requests","Spain","Denmark",2011-01-01,0,"DK"
"Number","Requests","Total requests","Spain","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Spain","Greece",2011-01-01,6,"EL"
"Number","Requests","Total requests","Spain","Spain",2011-01-01,0,"ES"
"Number","Requests","Total requests","Spain","Finland",2011-01-01,2,"FI"
"Number","Requests","Total requests","Spain","France",2011-01-01,13,"FR"
"Number","Requests","Total requests","Spain","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Spain","Hungary",2011-01-01,1,"HU"
"Number","Requests","Total requests","Spain","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Spain","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Spain","Italy",2011-01-01,9,"IT"
"Number","Requests","Total requests","Spain","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Spain","Lithuania",2011-01-01,2,"LT"
"Number","Requests","Total requests","Spain","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Spain","Latvia",2011-01-01,0,"LV"
"Number","Requests","Total requests","Spain","Malta",2011-01-01,0,"MT"
"Number","Requests","Total requests","Spain","Netherlands",2011-01-01,80,"NL"
"Number","Requests","Total requests","Spain","Norway",2011-01-01,7,"NO"
"Number","Requests","Total requests","Spain","Poland",2011-01-01,7,"PL"
"Number","Requests","Total requests","Spain","Portugal",2011-01-01,1,"PT"
"Number","Requests","Total requests","Spain","Romania",2011-01-01,0,"RO"
"Number","Requests","Total requests","Spain","Sweden",2011-01-01,4,"SE"
"Number","Requests","Total requests","Spain","Slovenia",2011-01-01,1,"SI"
"Number","Requests","Total requests","Spain","Slovakia",2011-01-01,0,"SK"
"Number","Requests","Total requests","Spain","United Kingdom",2011-01-01,3,"UK"
"Number","Requests","Total requests","Finland","Austria",2011-01-01,21,"AT"
"Number","Requests","Total requests","Finland","Belgium",2011-01-01,38,"BE"
"Number","Requests","Total requests","Finland","Bulgaria",2011-01-01,7,"BG"
"Number","Requests","Total requests","Finland","Switzerland",2011-01-01,28,"CH"
"Number","Requests","Total requests","Finland","Cyprus",2011-01-01,0,"CY"
"Number","Requests","Total requests","Finland","Czech Republic",2011-01-01,5,"CZ"
"Number","Requests","Total requests","Finland","Germany (until 1990 former territory of the FRG)",2011-01-01,54,"DE"
"Number","Requests","Total requests","Finland","Denmark",2011-01-01,20,"DK"
"Number","Requests","Total requests","Finland","Estonia",2011-01-01,13,"EE"
"Number","Requests","Total requests","Finland","Greece",2011-01-01,1,"EL"
"Number","Requests","Total requests","Finland","Spain",2011-01-01,26,"ES"
"Number","Requests","Total requests","Finland","Finland",2011-01-01,0,"FI"
"Number","Requests","Total requests","Finland","France",2011-01-01,18,"FR"
"Number","Requests","Total requests","Finland","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Finland","Hungary",2011-01-01,7,"HU"
"Number","Requests","Total requests","Finland","Ireland",2011-01-01,4,"IE"
"Number","Requests","Total requests","Finland","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Finland","Italy",2011-01-01,113,"IT"
"Number","Requests","Total requests","Finland","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Finland","Lithuania",2011-01-01,24,"LT"
"Number","Requests","Total requests","Finland","Luxembourg",2011-01-01,1,"LU"
"Number","Requests","Total requests","Finland","Latvia",2011-01-01,29,"LV"
"Number","Requests","Total requests","Finland","Malta",2011-01-01,63,"MT"
"Number","Requests","Total requests","Finland","Netherlands",2011-01-01,21,"NL"
"Number","Requests","Total requests","Finland","Norway",2011-01-01,133,"NO"
"Number","Requests","Total requests","Finland","Poland",2011-01-01,44,"PL"
"Number","Requests","Total requests","Finland","Portugal",2011-01-01,2,"PT"
"Number","Requests","Total requests","Finland","Romania",2011-01-01,3,"RO"
"Number","Requests","Total requests","Finland","Sweden",2011-01-01,230,"SE"
"Number","Requests","Total requests","Finland","Slovenia",2011-01-01,1,"SI"
"Number","Requests","Total requests","Finland","Slovakia",2011-01-01,6,"SK"
"Number","Requests","Total requests","Finland","United Kingdom",2011-01-01,20,"UK"
"Number","Requests","Total requests","France","Austria",2011-01-01,380,"AT"
"Number","Requests","Total requests","France","Belgium",2011-01-01,452,"BE"
"Number","Requests","Total requests","France","Bulgaria",2011-01-01,15,"BG"
"Number","Requests","Total requests","France","Switzerland",2011-01-01,314,"CH"
"Number","Requests","Total requests","France","Cyprus",2011-01-01,8,"CY"
"Number","Requests","Total requests","France","Czech Republic",2011-01-01,47,"CZ"
"Number","Requests","Total requests","France","Germany (until 1990 former territory of the FRG)",2011-01-01,471,"DE"
"Number","Requests","Total requests","France","Denmark",2011-01-01,38,"DK"
"Number","Requests","Total requests","France","Estonia",2011-01-01,2,"EE"
"Number","Requests","Total requests","France","Greece",2011-01-01,71,"EL"
"Number","Requests","Total requests","France","Spain",2011-01-01,347,"ES"
"Number","Requests","Total requests","France","Finland",2011-01-01,70,"FI"
"Number","Requests","Total requests","France","France",2011-01-01,0,"FR"
"Number","Requests","Total requests","France","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","France","Hungary",2011-01-01,141,"HU"
"Number","Requests","Total requests","France","Ireland",2011-01-01,12,"IE"
"Number","Requests","Total requests","France","Iceland",2011-01-01,1,"IS"
"Number","Requests","Total requests","France","Italy",2011-01-01,737,"IT"
"Number","Requests","Total requests","France","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","France","Lithuania",2011-01-01,70,"LT"
"Number","Requests","Total requests","France","Luxembourg",2011-01-01,18,"LU"
"Number","Requests","Total requests","France","Latvia",2011-01-01,22,"LV"
"Number","Requests","Total requests","France","Malta",2011-01-01,42,"MT"
"Number","Requests","Total requests","France","Netherlands",2011-01-01,261,"NL"
"Number","Requests","Total requests","France","Norway",2011-01-01,134,"NO"
"Number","Requests","Total requests","France","Poland",2011-01-01,1138,"PL"
"Number","Requests","Total requests","France","Portugal",2011-01-01,82,"PT"
"Number","Requests","Total requests","France","Romania",2011-01-01,44,"RO"
"Number","Requests","Total requests","France","Sweden",2011-01-01,239,"SE"
"Number","Requests","Total requests","France","Slovenia",2011-01-01,22,"SI"
"Number","Requests","Total requests","France","Slovakia",2011-01-01,53,"SK"
"Number","Requests","Total requests","France","United Kingdom",2011-01-01,226,"UK"
"Number","Requests","Total requests","Croatia","Austria",2011-01-01,NA,"AT"
"Number","Requests","Total requests","Croatia","Belgium",2011-01-01,NA,"BE"
"Number","Requests","Total requests","Croatia","Bulgaria",2011-01-01,NA,"BG"
"Number","Requests","Total requests","Croatia","Switzerland",2011-01-01,NA,"CH"
"Number","Requests","Total requests","Croatia","Cyprus",2011-01-01,NA,"CY"
"Number","Requests","Total requests","Croatia","Germany (until 1990 former territory of the FRG)",2011-01-01,NA,"DE"
"Number","Requests","Total requests","Croatia","Denmark",2011-01-01,NA,"DK"
"Number","Requests","Total requests","Croatia","Estonia",2011-01-01,NA,"EE"
"Number","Requests","Total requests","Croatia","Greece",2011-01-01,NA,"EL"
"Number","Requests","Total requests","Croatia","Spain",2011-01-01,NA,"ES"
"Number","Requests","Total requests","Croatia","Finland",2011-01-01,NA,"FI"
"Number","Requests","Total requests","Croatia","France",2011-01-01,NA,"FR"
"Number","Requests","Total requests","Croatia","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Croatia","Hungary",2011-01-01,NA,"HU"
"Number","Requests","Total requests","Croatia","Ireland",2011-01-01,NA,"IE"
"Number","Requests","Total requests","Croatia","Italy",2011-01-01,NA,"IT"
"Number","Requests","Total requests","Croatia","Liechtenstein",2011-01-01,NA,"LI"
"Number","Requests","Total requests","Croatia","Lithuania",2011-01-01,NA,"LT"
"Number","Requests","Total requests","Croatia","Luxembourg",2011-01-01,NA,"LU"
"Number","Requests","Total requests","Croatia","Latvia",2011-01-01,NA,"LV"
"Number","Requests","Total requests","Croatia","Malta",2011-01-01,NA,"MT"
"Number","Requests","Total requests","Croatia","Norway",2011-01-01,NA,"NO"
"Number","Requests","Total requests","Croatia","Portugal",2011-01-01,NA,"PT"
"Number","Requests","Total requests","Croatia","Romania",2011-01-01,NA,"RO"
"Number","Requests","Total requests","Croatia","Sweden",2011-01-01,NA,"SE"
"Number","Requests","Total requests","Croatia","Slovenia",2011-01-01,NA,"SI"
"Number","Requests","Total requests","Croatia","Slovakia",2011-01-01,NA,"SK"
"Number","Requests","Total requests","Croatia","United Kingdom",2011-01-01,NA,"UK"
"Number","Requests","Total requests","Hungary","Austria",2011-01-01,19,"AT"
"Number","Requests","Total requests","Hungary","Belgium",2011-01-01,2,"BE"
"Number","Requests","Total requests","Hungary","Bulgaria",2011-01-01,8,"BG"
"Number","Requests","Total requests","Hungary","Switzerland",2011-01-01,4,"CH"
"Number","Requests","Total requests","Hungary","Cyprus",2011-01-01,0,"CY"
"Number","Requests","Total requests","Hungary","Czech Republic",2011-01-01,1,"CZ"
"Number","Requests","Total requests","Hungary","Germany (until 1990 former territory of the FRG)",2011-01-01,12,"DE"
"Number","Requests","Total requests","Hungary","Denmark",2011-01-01,1,"DK"
"Number","Requests","Total requests","Hungary","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Hungary","Greece",2011-01-01,11,"EL"
"Number","Requests","Total requests","Hungary","Spain",2011-01-01,1,"ES"
"Number","Requests","Total requests","Hungary","Finland",2011-01-01,0,"FI"
"Number","Requests","Total requests","Hungary","France",2011-01-01,11,"FR"
"Number","Requests","Total requests","Hungary","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Hungary","Hungary",2011-01-01,0,"HU"
"Number","Requests","Total requests","Hungary","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Hungary","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Hungary","Italy",2011-01-01,1,"IT"
