"partner","geo","values","iso2","time","type"
"Ireland","Switzerland",0,"CH",2008-01-01,"incoming"
"Ireland","Cyprus",0,"CY",2008-01-01,"incoming"
"Ireland","Czech Republic",1,"CZ",2008-01-01,"incoming"
"Ireland","Germany (until 1990 former territory of the FRG)",7,"DE",2008-01-01,"incoming"
"Ireland","Denmark",NA,"DK",2008-01-01,"incoming"
"Ireland","Estonia",0,"EE",2008-01-01,"incoming"
"Ireland","Greece",NA,"EL",2008-01-01,"incoming"
"Ireland","Spain",3,"ES",2008-01-01,"incoming"
"Ireland","Finland",0,"FI",2008-01-01,"incoming"
"Ireland","France",7,"FR",2008-01-01,"incoming"
"Ireland","Croatia",NA,"HR",2008-01-01,"incoming"
"Ireland","Hungary",0,"HU",2008-01-01,"incoming"
"Ireland","Ireland",0,"IE",2008-01-01,"incoming"
"Ireland","Iceland",0,"IS",2008-01-01,"incoming"
"Ireland","Italy",7,"IT",2008-01-01,"incoming"
"Ireland","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Ireland","Lithuania",0,"LT",2008-01-01,"incoming"
"Ireland","Luxembourg",0,"LU",2008-01-01,"incoming"
"Ireland","Latvia",0,"LV",2008-01-01,"incoming"
"Ireland","Malta",4,"MT",2008-01-01,"incoming"
"Ireland","Netherlands",1,"NL",2008-01-01,"incoming"
"Ireland","Norway",NA,"NO",2008-01-01,"incoming"
"Ireland","Poland",NA,"PL",2008-01-01,"incoming"
"Ireland","Portugal",0,"PT",2008-01-01,"incoming"
"Ireland","Romania",0,"RO",2008-01-01,"incoming"
"Ireland","Sweden",NA,"SE",2008-01-01,"incoming"
"Ireland","Slovenia",0,"SI",2008-01-01,"incoming"
"Ireland","Slovakia",0,"SK",2008-01-01,"incoming"
"Ireland","United Kingdom",104,"UK",2008-01-01,"incoming"
"Iceland","Austria",1,"AT",2008-01-01,"incoming"
"Iceland","Belgium",0,"BE",2008-01-01,"incoming"
"Iceland","Bulgaria",0,"BG",2008-01-01,"incoming"
"Iceland","Switzerland",0,"CH",2008-01-01,"incoming"
"Iceland","Cyprus",0,"CY",2008-01-01,"incoming"
"Iceland","Czech Republic",1,"CZ",2008-01-01,"incoming"
"Iceland","Germany (until 1990 former territory of the FRG)",3,"DE",2008-01-01,"incoming"
"Iceland","Denmark",NA,"DK",2008-01-01,"incoming"
"Iceland","Estonia",0,"EE",2008-01-01,"incoming"
"Iceland","Greece",NA,"EL",2008-01-01,"incoming"
"Iceland","Spain",0,"ES",2008-01-01,"incoming"
"Iceland","Finland",0,"FI",2008-01-01,"incoming"
"Iceland","France",1,"FR",2008-01-01,"incoming"
"Iceland","Croatia",NA,"HR",2008-01-01,"incoming"
"Iceland","Hungary",1,"HU",2008-01-01,"incoming"
"Iceland","Ireland",0,"IE",2008-01-01,"incoming"
"Iceland","Iceland",0,"IS",2008-01-01,"incoming"
"Iceland","Italy",5,"IT",2008-01-01,"incoming"
"Iceland","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Iceland","Lithuania",0,"LT",2008-01-01,"incoming"
"Iceland","Luxembourg",0,"LU",2008-01-01,"incoming"
"Iceland","Latvia",0,"LV",2008-01-01,"incoming"
"Iceland","Malta",0,"MT",2008-01-01,"incoming"
"Iceland","Netherlands",1,"NL",2008-01-01,"incoming"
"Iceland","Norway",NA,"NO",2008-01-01,"incoming"
"Iceland","Poland",NA,"PL",2008-01-01,"incoming"
"Iceland","Portugal",0,"PT",2008-01-01,"incoming"
"Iceland","Romania",0,"RO",2008-01-01,"incoming"
"Iceland","Sweden",NA,"SE",2008-01-01,"incoming"
"Iceland","Slovenia",0,"SI",2008-01-01,"incoming"
"Iceland","Slovakia",0,"SK",2008-01-01,"incoming"
"Iceland","United Kingdom",2,"UK",2008-01-01,"incoming"
"Italy","Austria",8,"AT",2008-01-01,"incoming"
"Italy","Belgium",0,"BE",2008-01-01,"incoming"
"Italy","Bulgaria",2,"BG",2008-01-01,"incoming"
"Italy","Switzerland",0,"CH",2008-01-01,"incoming"
"Italy","Cyprus",0,"CY",2008-01-01,"incoming"
"Italy","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Italy","Germany (until 1990 former territory of the FRG)",7,"DE",2008-01-01,"incoming"
"Italy","Denmark",NA,"DK",2008-01-01,"incoming"
"Italy","Estonia",0,"EE",2008-01-01,"incoming"
"Italy","Greece",NA,"EL",2008-01-01,"incoming"
"Italy","Spain",1,"ES",2008-01-01,"incoming"
"Italy","Finland",0,"FI",2008-01-01,"incoming"
"Italy","France",13,"FR",2008-01-01,"incoming"
"Italy","Croatia",NA,"HR",2008-01-01,"incoming"
"Italy","Hungary",1,"HU",2008-01-01,"incoming"
"Italy","Ireland",5,"IE",2008-01-01,"incoming"
"Italy","Iceland",0,"IS",2008-01-01,"incoming"
"Italy","Italy",0,"IT",2008-01-01,"incoming"
"Italy","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Italy","Lithuania",0,"LT",2008-01-01,"incoming"
"Italy","Luxembourg",0,"LU",2008-01-01,"incoming"
"Italy","Latvia",0,"LV",2008-01-01,"incoming"
"Italy","Malta",0,"MT",2008-01-01,"incoming"
"Italy","Netherlands",7,"NL",2008-01-01,"incoming"
"Italy","Norway",NA,"NO",2008-01-01,"incoming"
"Italy","Poland",NA,"PL",2008-01-01,"incoming"
"Italy","Portugal",0,"PT",2008-01-01,"incoming"
"Italy","Romania",0,"RO",2008-01-01,"incoming"
"Italy","Sweden",NA,"SE",2008-01-01,"incoming"
"Italy","Slovenia",1,"SI",2008-01-01,"incoming"
"Italy","Slovakia",1,"SK",2008-01-01,"incoming"
"Italy","United Kingdom",46,"UK",2008-01-01,"incoming"
"Liechtenstein","Austria",NA,"AT",2008-01-01,"incoming"
"Liechtenstein","Belgium",NA,"BE",2008-01-01,"incoming"
"Liechtenstein","Bulgaria",NA,"BG",2008-01-01,"incoming"
"Liechtenstein","Switzerland",NA,"CH",2008-01-01,"incoming"
"Liechtenstein","Cyprus",NA,"CY",2008-01-01,"incoming"
"Liechtenstein","Germany (until 1990 former territory of the FRG)",NA,"DE",2008-01-01,"incoming"
"Liechtenstein","Denmark",NA,"DK",2008-01-01,"incoming"
"Liechtenstein","Estonia",NA,"EE",2008-01-01,"incoming"
"Liechtenstein","Greece",NA,"EL",2008-01-01,"incoming"
"Liechtenstein","Spain",NA,"ES",2008-01-01,"incoming"
"Liechtenstein","Finland",NA,"FI",2008-01-01,"incoming"
"Liechtenstein","France",NA,"FR",2008-01-01,"incoming"
"Liechtenstein","Croatia",NA,"HR",2008-01-01,"incoming"
"Liechtenstein","Hungary",NA,"HU",2008-01-01,"incoming"
"Liechtenstein","Ireland",NA,"IE",2008-01-01,"incoming"
"Liechtenstein","Italy",NA,"IT",2008-01-01,"incoming"
"Liechtenstein","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Liechtenstein","Lithuania",NA,"LT",2008-01-01,"incoming"
"Liechtenstein","Luxembourg",NA,"LU",2008-01-01,"incoming"
"Liechtenstein","Latvia",NA,"LV",2008-01-01,"incoming"
"Liechtenstein","Malta",NA,"MT",2008-01-01,"incoming"
"Liechtenstein","Norway",NA,"NO",2008-01-01,"incoming"
"Liechtenstein","Romania",NA,"RO",2008-01-01,"incoming"
"Liechtenstein","Sweden",NA,"SE",2008-01-01,"incoming"
"Liechtenstein","Slovenia",NA,"SI",2008-01-01,"incoming"
"Liechtenstein","Slovakia",NA,"SK",2008-01-01,"incoming"
"Liechtenstein","United Kingdom",NA,"UK",2008-01-01,"incoming"
"Lithuania","Austria",0,"AT",2008-01-01,"incoming"
"Lithuania","Belgium",0,"BE",2008-01-01,"incoming"
"Lithuania","Bulgaria",0,"BG",2008-01-01,"incoming"
"Lithuania","Switzerland",0,"CH",2008-01-01,"incoming"
"Lithuania","Cyprus",0,"CY",2008-01-01,"incoming"
"Lithuania","Czech Republic",1,"CZ",2008-01-01,"incoming"
"Lithuania","Germany (until 1990 former territory of the FRG)",0,"DE",2008-01-01,"incoming"
"Lithuania","Denmark",NA,"DK",2008-01-01,"incoming"
"Lithuania","Estonia",1,"EE",2008-01-01,"incoming"
"Lithuania","Greece",NA,"EL",2008-01-01,"incoming"
"Lithuania","Spain",0,"ES",2008-01-01,"incoming"
"Lithuania","Finland",0,"FI",2008-01-01,"incoming"
"Lithuania","France",0,"FR",2008-01-01,"incoming"
"Lithuania","Croatia",NA,"HR",2008-01-01,"incoming"
"Lithuania","Hungary",0,"HU",2008-01-01,"incoming"
"Lithuania","Ireland",0,"IE",2008-01-01,"incoming"
"Lithuania","Iceland",0,"IS",2008-01-01,"incoming"
"Lithuania","Italy",0,"IT",2008-01-01,"incoming"
"Lithuania","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Lithuania","Lithuania",0,"LT",2008-01-01,"incoming"
"Lithuania","Luxembourg",0,"LU",2008-01-01,"incoming"
"Lithuania","Latvia",5,"LV",2008-01-01,"incoming"
"Lithuania","Malta",0,"MT",2008-01-01,"incoming"
"Lithuania","Netherlands",0,"NL",2008-01-01,"incoming"
"Lithuania","Norway",NA,"NO",2008-01-01,"incoming"
"Lithuania","Poland",NA,"PL",2008-01-01,"incoming"
"Lithuania","Portugal",0,"PT",2008-01-01,"incoming"
"Lithuania","Romania",0,"RO",2008-01-01,"incoming"
"Lithuania","Sweden",NA,"SE",2008-01-01,"incoming"
"Lithuania","Slovenia",0,"SI",2008-01-01,"incoming"
"Lithuania","Slovakia",0,"SK",2008-01-01,"incoming"
"Lithuania","United Kingdom",0,"UK",2008-01-01,"incoming"
"Luxembourg","Austria",2,"AT",2008-01-01,"incoming"
"Luxembourg","Belgium",0,"BE",2008-01-01,"incoming"
"Luxembourg","Bulgaria",0,"BG",2008-01-01,"incoming"
"Luxembourg","Switzerland",0,"CH",2008-01-01,"incoming"
"Luxembourg","Cyprus",0,"CY",2008-01-01,"incoming"
"Luxembourg","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Luxembourg","Germany (until 1990 former territory of the FRG)",29,"DE",2008-01-01,"incoming"
"Luxembourg","Denmark",NA,"DK",2008-01-01,"incoming"
"Luxembourg","Estonia",0,"EE",2008-01-01,"incoming"
"Luxembourg","Greece",NA,"EL",2008-01-01,"incoming"
"Luxembourg","Spain",0,"ES",2008-01-01,"incoming"
"Luxembourg","Finland",0,"FI",2008-01-01,"incoming"
"Luxembourg","France",15,"FR",2008-01-01,"incoming"
"Luxembourg","Croatia",NA,"HR",2008-01-01,"incoming"
"Luxembourg","Hungary",6,"HU",2008-01-01,"incoming"
"Luxembourg","Ireland",0,"IE",2008-01-01,"incoming"
"Luxembourg","Iceland",0,"IS",2008-01-01,"incoming"
"Luxembourg","Italy",3,"IT",2008-01-01,"incoming"
"Luxembourg","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Luxembourg","Lithuania",0,"LT",2008-01-01,"incoming"
"Luxembourg","Luxembourg",0,"LU",2008-01-01,"incoming"
"Luxembourg","Latvia",0,"LV",2008-01-01,"incoming"
"Luxembourg","Malta",0,"MT",2008-01-01,"incoming"
"Luxembourg","Netherlands",6,"NL",2008-01-01,"incoming"
"Luxembourg","Norway",NA,"NO",2008-01-01,"incoming"
"Luxembourg","Poland",NA,"PL",2008-01-01,"incoming"
"Luxembourg","Portugal",0,"PT",2008-01-01,"incoming"
"Luxembourg","Romania",0,"RO",2008-01-01,"incoming"
"Luxembourg","Sweden",NA,"SE",2008-01-01,"incoming"
"Luxembourg","Slovenia",2,"SI",2008-01-01,"incoming"
"Luxembourg","Slovakia",1,"SK",2008-01-01,"incoming"
"Luxembourg","United Kingdom",1,"UK",2008-01-01,"incoming"
"Latvia","Austria",0,"AT",2008-01-01,"incoming"
"Latvia","Belgium",0,"BE",2008-01-01,"incoming"
"Latvia","Bulgaria",0,"BG",2008-01-01,"incoming"
"Latvia","Switzerland",0,"CH",2008-01-01,"incoming"
"Latvia","Cyprus",0,"CY",2008-01-01,"incoming"
"Latvia","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Latvia","Germany (until 1990 former territory of the FRG)",0,"DE",2008-01-01,"incoming"
"Latvia","Denmark",NA,"DK",2008-01-01,"incoming"
"Latvia","Estonia",0,"EE",2008-01-01,"incoming"
"Latvia","Greece",NA,"EL",2008-01-01,"incoming"
"Latvia","Spain",0,"ES",2008-01-01,"incoming"
"Latvia","Finland",0,"FI",2008-01-01,"incoming"
"Latvia","France",0,"FR",2008-01-01,"incoming"
"Latvia","Croatia",NA,"HR",2008-01-01,"incoming"
"Latvia","Hungary",0,"HU",2008-01-01,"incoming"
"Latvia","Ireland",0,"IE",2008-01-01,"incoming"
"Latvia","Iceland",0,"IS",2008-01-01,"incoming"
"Latvia","Italy",0,"IT",2008-01-01,"incoming"
"Latvia","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Latvia","Lithuania",1,"LT",2008-01-01,"incoming"
"Latvia","Luxembourg",0,"LU",2008-01-01,"incoming"
"Latvia","Latvia",0,"LV",2008-01-01,"incoming"
"Latvia","Malta",0,"MT",2008-01-01,"incoming"
"Latvia","Netherlands",0,"NL",2008-01-01,"incoming"
"Latvia","Norway",NA,"NO",2008-01-01,"incoming"
"Latvia","Poland",NA,"PL",2008-01-01,"incoming"
"Latvia","Portugal",0,"PT",2008-01-01,"incoming"
"Latvia","Romania",0,"RO",2008-01-01,"incoming"
"Latvia","Sweden",NA,"SE",2008-01-01,"incoming"
"Latvia","Slovenia",0,"SI",2008-01-01,"incoming"
"Latvia","Slovakia",0,"SK",2008-01-01,"incoming"
"Latvia","United Kingdom",0,"UK",2008-01-01,"incoming"
"Malta","Austria",0,"AT",2008-01-01,"incoming"
"Malta","Belgium",0,"BE",2008-01-01,"incoming"
"Malta","Bulgaria",0,"BG",2008-01-01,"incoming"
"Malta","Switzerland",0,"CH",2008-01-01,"incoming"
"Malta","Cyprus",0,"CY",2008-01-01,"incoming"
"Malta","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Malta","Germany (until 1990 former territory of the FRG)",0,"DE",2008-01-01,"incoming"
"Malta","Denmark",NA,"DK",2008-01-01,"incoming"
"Malta","Estonia",0,"EE",2008-01-01,"incoming"
"Malta","Greece",NA,"EL",2008-01-01,"incoming"
"Malta","Spain",0,"ES",2008-01-01,"incoming"
"Malta","Finland",0,"FI",2008-01-01,"incoming"
"Malta","France",0,"FR",2008-01-01,"incoming"
"Malta","Croatia",NA,"HR",2008-01-01,"incoming"
"Malta","Hungary",0,"HU",2008-01-01,"incoming"
"Malta","Ireland",1,"IE",2008-01-01,"incoming"
"Malta","Iceland",0,"IS",2008-01-01,"incoming"
"Malta","Italy",0,"IT",2008-01-01,"incoming"
"Malta","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Malta","Lithuania",0,"LT",2008-01-01,"incoming"
"Malta","Luxembourg",0,"LU",2008-01-01,"incoming"
"Malta","Latvia",0,"LV",2008-01-01,"incoming"
"Malta","Malta",0,"MT",2008-01-01,"incoming"
"Malta","Netherlands",0,"NL",2008-01-01,"incoming"
"Malta","Norway",NA,"NO",2008-01-01,"incoming"
"Malta","Poland",NA,"PL",2008-01-01,"incoming"
"Malta","Portugal",0,"PT",2008-01-01,"incoming"
"Malta","Romania",0,"RO",2008-01-01,"incoming"
"Malta","Sweden",NA,"SE",2008-01-01,"incoming"
"Malta","Slovenia",0,"SI",2008-01-01,"incoming"
"Malta","Slovakia",0,"SK",2008-01-01,"incoming"
"Malta","United Kingdom",0,"UK",2008-01-01,"incoming"
"Netherlands","Austria",77,"AT",2008-01-01,"incoming"
"Netherlands","Belgium",0,"BE",2008-01-01,"incoming"
"Netherlands","Bulgaria",3,"BG",2008-01-01,"incoming"
"Netherlands","Switzerland",0,"CH",2008-01-01,"incoming"
"Netherlands","Cyprus",0,"CY",2008-01-01,"incoming"
"Netherlands","Czech Republic",10,"CZ",2008-01-01,"incoming"
"Netherlands","Germany (until 1990 former territory of the FRG)",187,"DE",2008-01-01,"incoming"
"Netherlands","Denmark",NA,"DK",2008-01-01,"incoming"
"Netherlands","Estonia",0,"EE",2008-01-01,"incoming"
"Netherlands","Greece",NA,"EL",2008-01-01,"incoming"
"Netherlands","Spain",14,"ES",2008-01-01,"incoming"
"Netherlands","Finland",0,"FI",2008-01-01,"incoming"
"Netherlands","France",216,"FR",2008-01-01,"incoming"
"Netherlands","Croatia",NA,"HR",2008-01-01,"incoming"
"Netherlands","Hungary",9,"HU",2008-01-01,"incoming"
"Netherlands","Ireland",7,"IE",2008-01-01,"incoming"
"Netherlands","Iceland",0,"IS",2008-01-01,"incoming"
"Netherlands","Italy",80,"IT",2008-01-01,"incoming"
"Netherlands","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Netherlands","Lithuania",1,"LT",2008-01-01,"incoming"
"Netherlands","Luxembourg",11,"LU",2008-01-01,"incoming"
"Netherlands","Latvia",0,"LV",2008-01-01,"incoming"
"Netherlands","Malta",10,"MT",2008-01-01,"incoming"
"Netherlands","Netherlands",0,"NL",2008-01-01,"incoming"
"Netherlands","Norway",NA,"NO",2008-01-01,"incoming"
"Netherlands","Poland",NA,"PL",2008-01-01,"incoming"
"Netherlands","Portugal",3,"PT",2008-01-01,"incoming"
"Netherlands","Romania",1,"RO",2008-01-01,"incoming"
"Netherlands","Sweden",NA,"SE",2008-01-01,"incoming"
"Netherlands","Slovenia",2,"SI",2008-01-01,"incoming"
"Netherlands","Slovakia",12,"SK",2008-01-01,"incoming"
"Netherlands","United Kingdom",40,"UK",2008-01-01,"incoming"
"Norway","Austria",22,"AT",2008-01-01,"incoming"
"Norway","Belgium",0,"BE",2008-01-01,"incoming"
"Norway","Bulgaria",6,"BG",2008-01-01,"incoming"
"Norway","Switzerland",0,"CH",2008-01-01,"incoming"
"Norway","Cyprus",0,"CY",2008-01-01,"incoming"
"Norway","Czech Republic",2,"CZ",2008-01-01,"incoming"
"Norway","Germany (until 1990 former territory of the FRG)",107,"DE",2008-01-01,"incoming"
"Norway","Denmark",NA,"DK",2008-01-01,"incoming"
"Norway","Estonia",2,"EE",2008-01-01,"incoming"
"Norway","Greece",NA,"EL",2008-01-01,"incoming"
"Norway","Spain",6,"ES",2008-01-01,"incoming"
"Norway","Finland",0,"FI",2008-01-01,"incoming"
"Norway","France",49,"FR",2008-01-01,"incoming"
"Norway","Croatia",NA,"HR",2008-01-01,"incoming"
"Norway","Hungary",9,"HU",2008-01-01,"incoming"
"Norway","Ireland",5,"IE",2008-01-01,"incoming"
"Norway","Iceland",0,"IS",2008-01-01,"incoming"
"Norway","Italy",121,"IT",2008-01-01,"incoming"
"Norway","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Norway","Lithuania",4,"LT",2008-01-01,"incoming"
"Norway","Luxembourg",3,"LU",2008-01-01,"incoming"
"Norway","Latvia",0,"LV",2008-01-01,"incoming"
"Norway","Malta",5,"MT",2008-01-01,"incoming"
"Norway","Netherlands",26,"NL",2008-01-01,"incoming"
"Norway","Norway",NA,"NO",2008-01-01,"incoming"
"Norway","Poland",NA,"PL",2008-01-01,"incoming"
"Norway","Portugal",1,"PT",2008-01-01,"incoming"
"Norway","Romania",0,"RO",2008-01-01,"incoming"
"Norway","Sweden",NA,"SE",2008-01-01,"incoming"
"Norway","Slovenia",1,"SI",2008-01-01,"incoming"
"Norway","Slovakia",0,"SK",2008-01-01,"incoming"
"Norway","United Kingdom",14,"UK",2008-01-01,"incoming"
"Poland","Austria",17,"AT",2008-01-01,"incoming"
"Poland","Belgium",0,"BE",2008-01-01,"incoming"
"Poland","Bulgaria",1,"BG",2008-01-01,"incoming"
"Poland","Switzerland",0,"CH",2008-01-01,"incoming"
"Poland","Cyprus",0,"CY",2008-01-01,"incoming"
"Poland","Czech Republic",2,"CZ",2008-01-01,"incoming"
"Poland","Germany (until 1990 former territory of the FRG)",13,"DE",2008-01-01,"incoming"
"Poland","Denmark",NA,"DK",2008-01-01,"incoming"
"Poland","Estonia",0,"EE",2008-01-01,"incoming"
"Poland","Greece",NA,"EL",2008-01-01,"incoming"
"Poland","Spain",0,"ES",2008-01-01,"incoming"
"Poland","Finland",0,"FI",2008-01-01,"incoming"
"Poland","France",2,"FR",2008-01-01,"incoming"
"Poland","Croatia",NA,"HR",2008-01-01,"incoming"
"Poland","Hungary",3,"HU",2008-01-01,"incoming"
"Poland","Ireland",0,"IE",2008-01-01,"incoming"
"Poland","Iceland",0,"IS",2008-01-01,"incoming"
"Poland","Italy",0,"IT",2008-01-01,"incoming"
"Poland","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Poland","Lithuania",1,"LT",2008-01-01,"incoming"
"Poland","Luxembourg",1,"LU",2008-01-01,"incoming"
"Poland","Latvia",0,"LV",2008-01-01,"incoming"
"Poland","Malta",0,"MT",2008-01-01,"incoming"
"Poland","Netherlands",0,"NL",2008-01-01,"incoming"
"Poland","Norway",NA,"NO",2008-01-01,"incoming"
"Poland","Poland",NA,"PL",2008-01-01,"incoming"
"Poland","Portugal",0,"PT",2008-01-01,"incoming"
"Poland","Romania",0,"RO",2008-01-01,"incoming"
"Poland","Sweden",NA,"SE",2008-01-01,"incoming"
"Poland","Slovenia",0,"SI",2008-01-01,"incoming"
"Poland","Slovakia",0,"SK",2008-01-01,"incoming"
"Poland","United Kingdom",0,"UK",2008-01-01,"incoming"
"Portugal","Austria",1,"AT",2008-01-01,"incoming"
"Portugal","Belgium",0,"BE",2008-01-01,"incoming"
"Portugal","Bulgaria",0,"BG",2008-01-01,"incoming"
"Portugal","Switzerland",0,"CH",2008-01-01,"incoming"
"Portugal","Cyprus",0,"CY",2008-01-01,"incoming"
"Portugal","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Portugal","Germany (until 1990 former territory of the FRG)",5,"DE",2008-01-01,"incoming"
"Portugal","Denmark",NA,"DK",2008-01-01,"incoming"
"Portugal","Estonia",0,"EE",2008-01-01,"incoming"
"Portugal","Greece",NA,"EL",2008-01-01,"incoming"
"Portugal","Spain",1,"ES",2008-01-01,"incoming"
"Portugal","Finland",0,"FI",2008-01-01,"incoming"
"Portugal","France",6,"FR",2008-01-01,"incoming"
"Portugal","Croatia",NA,"HR",2008-01-01,"incoming"
"Portugal","Hungary",0,"HU",2008-01-01,"incoming"
"Portugal","Ireland",0,"IE",2008-01-01,"incoming"
"Portugal","Iceland",0,"IS",2008-01-01,"incoming"
"Portugal","Italy",1,"IT",2008-01-01,"incoming"
"Portugal","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Portugal","Lithuania",0,"LT",2008-01-01,"incoming"
"Portugal","Luxembourg",0,"LU",2008-01-01,"incoming"
"Portugal","Latvia",0,"LV",2008-01-01,"incoming"
"Portugal","Malta",0,"MT",2008-01-01,"incoming"
"Portugal","Netherlands",0,"NL",2008-01-01,"incoming"
"Portugal","Norway",NA,"NO",2008-01-01,"incoming"
"Portugal","Poland",NA,"PL",2008-01-01,"incoming"
"Portugal","Portugal",0,"PT",2008-01-01,"incoming"
"Portugal","Romania",0,"RO",2008-01-01,"incoming"
"Portugal","Sweden",NA,"SE",2008-01-01,"incoming"
"Portugal","Slovenia",0,"SI",2008-01-01,"incoming"
"Portugal","Slovakia",0,"SK",2008-01-01,"incoming"
"Portugal","United Kingdom",1,"UK",2008-01-01,"incoming"
"Romania","Austria",1,"AT",2008-01-01,"incoming"
"Romania","Belgium",0,"BE",2008-01-01,"incoming"
"Romania","Bulgaria",3,"BG",2008-01-01,"incoming"
"Romania","Switzerland",0,"CH",2008-01-01,"incoming"
"Romania","Cyprus",0,"CY",2008-01-01,"incoming"
"Romania","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Romania","Germany (until 1990 former territory of the FRG)",1,"DE",2008-01-01,"incoming"
"Romania","Denmark",NA,"DK",2008-01-01,"incoming"
"Romania","Estonia",0,"EE",2008-01-01,"incoming"
"Romania","Greece",NA,"EL",2008-01-01,"incoming"
"Romania","Spain",0,"ES",2008-01-01,"incoming"
"Romania","Finland",0,"FI",2008-01-01,"incoming"
"Romania","France",0,"FR",2008-01-01,"incoming"
"Romania","Croatia",NA,"HR",2008-01-01,"incoming"
"Romania","Hungary",0,"HU",2008-01-01,"incoming"
"Romania","Ireland",0,"IE",2008-01-01,"incoming"
"Romania","Iceland",0,"IS",2008-01-01,"incoming"
"Romania","Italy",0,"IT",2008-01-01,"incoming"
"Romania","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Romania","Lithuania",0,"LT",2008-01-01,"incoming"
"Romania","Luxembourg",0,"LU",2008-01-01,"incoming"
"Romania","Latvia",0,"LV",2008-01-01,"incoming"
"Romania","Malta",0,"MT",2008-01-01,"incoming"
"Romania","Netherlands",0,"NL",2008-01-01,"incoming"
"Romania","Norway",NA,"NO",2008-01-01,"incoming"
"Romania","Poland",NA,"PL",2008-01-01,"incoming"
"Romania","Portugal",0,"PT",2008-01-01,"incoming"
"Romania","Romania",0,"RO",2008-01-01,"incoming"
"Romania","Sweden",NA,"SE",2008-01-01,"incoming"
"Romania","Slovenia",0,"SI",2008-01-01,"incoming"
"Romania","Slovakia",0,"SK",2008-01-01,"incoming"
"Romania","United Kingdom",0,"UK",2008-01-01,"incoming"
"Sweden","Austria",40,"AT",2008-01-01,"incoming"
"Sweden","Belgium",0,"BE",2008-01-01,"incoming"
"Sweden","Bulgaria",10,"BG",2008-01-01,"incoming"
"Sweden","Switzerland",0,"CH",2008-01-01,"incoming"
"Sweden","Cyprus",0,"CY",2008-01-01,"incoming"
"Sweden","Czech Republic",13,"CZ",2008-01-01,"incoming"
"Sweden","Germany (until 1990 former territory of the FRG)",273,"DE",2008-01-01,"incoming"
"Sweden","Denmark",NA,"DK",2008-01-01,"incoming"
"Sweden","Estonia",1,"EE",2008-01-01,"incoming"
"Sweden","Greece",NA,"EL",2008-01-01,"incoming"
"Sweden","Spain",5,"ES",2008-01-01,"incoming"
"Sweden","Finland",0,"FI",2008-01-01,"incoming"
"Sweden","France",76,"FR",2008-01-01,"incoming"
"Sweden","Croatia",NA,"HR",2008-01-01,"incoming"
"Sweden","Hungary",18,"HU",2008-01-01,"incoming"
"Sweden","Ireland",6,"IE",2008-01-01,"incoming"
"Sweden","Iceland",0,"IS",2008-01-01,"incoming"
"Sweden","Italy",82,"IT",2008-01-01,"incoming"
"Sweden","Liechtenstein",NA,"LI",2008-01-01,"incoming"
"Sweden","Lithuania",2,"LT",2008-01-01,"incoming"
"Sweden","Luxembourg",1,"LU",2008-01-01,"incoming"
"Sweden","Latvia",2,"LV",2008-01-01,"incoming"
"Sweden","Malta",26,"MT",2008-01-01,"incoming"
"Sweden","Netherlands",59,"NL",2008-01-01,"incoming"
"Sweden","Norway",NA,"NO",2008-01-01,"incoming"
"Sweden","Poland",NA,"PL",2008-01-01,"incoming"
"Sweden","Portugal",3,"PT",2008-01-01,"incoming"
"Sweden","Romania",1,"RO",2008-01-01,"incoming"
"Sweden","Sweden",NA,"SE",2008-01-01,"incoming"
"Sweden","Slovenia",4,"SI",2008-01-01,"incoming"
"Sweden","Slovakia",19,"SK",2008-01-01,"incoming"
"Sweden","United Kingdom",40,"UK",2008-01-01,"incoming"
"Slovenia","Austria",2,"AT",2008-01-01,"incoming"
"Slovenia","Belgium",0,"BE",2008-01-01,"incoming"
"Slovenia","Bulgaria",0,"BG",2008-01-01,"incoming"
"Slovenia","Switzerland",0,"CH",2008-01-01,"incoming"
"Slovenia","Cyprus",0,"CY",2008-01-01,"incoming"
"Slovenia","Czech Republic",0,"CZ",2008-01-01,"incoming"
"Slovenia","Germany (until 1990 former territory of the FRG)",1,"DE",2008-01-01,"incoming"
"Slovenia","Denmark",NA,"DK",2008-01-01,"incoming"
"Slovenia","Estonia",0,"EE",2008-01-01,"incoming"
"Slovenia","Greece",NA,"EL",2008-01-01,"incoming"
